Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
11/2/12,198520," University of Maryland, Baltimore County ",Spring,2013, AMST320 , 978-0-19-530667-5 , Television and American Culture , Jasonë_Mittell ,2010, PN1992.6 M58 2009 , N , 3 loans; Deleted 5/22 
10/4/10,187081, Bowie State University ,Fall,2010, EDUC647 ,  ," Effective literacy instruction, K-8 : implementing best practice "," Kinzer, Charles K. ",2003, LB1573 L445 2003 , N , Deleted 1/10 
10/4/10,596511, Bowie State University ,Fall,2010, EDUC534 ,  , Writing workshop :the essential guide ," Fletcher, Ralph ",2001, LB1576 F48422 2001 , N , Deleted 1/10 
10/4/10,768827, Bowie State University ,Fall,2010, EDUC534 ,  , One to one : the art of conferring with young writers ," Calkins, Lucy ",2005, LB1529 U6C35 2005 , N , Deleted 1/10 
11/9/10,260059, Towson University ,Fall,2010, ISTC201 ,  , The Web 2.0 Toolbox ," Lanclos, Patsy ",2009, LB1028.3 L356 2009 , N , Deleted 1/20 
11/9/10,421839, Towson University ,Fall,2010, ISTC201 ,  , CD-ROM The Web 2.0 Toolbox ," Lanclos, Patsy ",2009, LB1028.3 L356 2009 CDROM , N , Deleted 1/20 
11/9/10,607652, Towson University ,Fall,2010, ISTC201 ,  , Standards-based lessons for tech-savvy students : a multiple intelligences approach ," McKenzie, Walter ",2004, LB1028.3 .M397 2004 , N , Deleted 1/12 
11/9/10,628484, Towson University ,Fall,2010, ISTC201 ,  , Weaving Web 2.0 Tools into the Classroom ," Lanclos, Patsy ",2008, LB1028.3 L36 2008 , N , Deleted 1/20 
11/9/10,636335, Towson University ,Fall,2010, ISCT201 ,  , 50 Quick & Easy Computer Activities for Little Folks ," Worcester, Tammy ",2009,  , N , Ordered 7/6 
11/9/10,738218, Towson University ,Fall,2010, ISTC201 ,  , Integrating educational technology into teaching ," Roblyer, M.D ",2010, LB1028.3.R595 2010 , N , Deleted 1/20 
11/9/10,800705, Towson University ,Fall,2010, ISTC201 ,  , Project-Based Inquiry Units for Young Children: First Steps to Research for Grades Pre-K-2 ," MacDonnell, Colleen ",2007, LB1027.43.M333 2007 , N , Deleted 1/12 
11/9/10,859890, Towson University ,Fall,2010, ISTC201 ,  , Using technology with classroom instruction that works ," Pittler, Howard ",2007, LB1028.3.U849 2007 , N , Deleted 1/20 
11/9/10,880943, Towson University ,Fall,2010, ISTC201 ,  , Primary source teaching the Web 2.0 way K-12 ," Johnson, Mary J ",2009, LB1044.87 J625 2009 , N , Deleted 1/20 
11/9/10,962548, Towson University ,Fall,2010, ISTC201 ,  , Born digital : understanding the first generation of digital natives ," Palfrey, John G ",2008, HM851.P34 2008 , N , Deleted 1/12 
1/17/11,110299," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Storm of Steel , Junger ,2003, D640.J69313 2004 , N , Deleted 5/26 
1/17/11,384114," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Dark Continent , Mazower ,1998, D424.M39 2000 , N , Deleted 5/26 
1/17/11,575612," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Open Letters: Selected Writings ," Havel, Vaclav ",1992, DB2241.H38A5 1992 , N , Deleted 5/26 
1/17/11,897792," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Diary of Dawid Sierakowiak , Sierakowiak ,1996, DS135.P62L64434 1998 , N , Deleted 5/26 
1/14/11,733389," University of Maryland, Baltimore County ",Spring,2011, POLI488 ,9.78E+12, India After Gandhi ," Guha, Ramachandra ",2008, DS480.84.G74 2008 , N , Deleted 5/26 
1/14/11,972842," University of Maryland, Baltimore County ",Spring,2011, PSYC393 ,9.78E+12, How to Think Straight About Psychology ," Stanovich, Keith E ",2010, BF76.5.S68 2010 , N , Deleted 5/26 
11/17/10,750469," University of Maryland, College Park ",Fall,2010, BMGT452 ,  , 2nd copy - Marketing research ," Carl McDaniel, Jr., Roger Gates ",2010,  , N , Deleted 1/12 
11/16/10,292653," University of Maryland, College Park ",Fall,2010, BMGT452 ,  , Marketing research 8TH ED ," Carl McDaniel, Jr., Roger Gates. ",2010, HF5415.2.M3825 2010 , N , Deleted 1/13 
11/16/10,461090," University of Maryland, College Park ",Fall,2010, BMGT452 ,  , CD-ROM Marketing research 8TH ED ," Carl McDaniel, Jr., Roger Gates. ",2010,  , N , Deleted 1/12 
11/9/10,137785," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Professional nursing :concepts & challenges 5th ed ," /Kay Kittrell Chitty, Beth Perry Black ",2007, RT82 .P755 2007 , N , Deleted 9/14 
11/9/10,221096," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Code of Ethics for Nurses with Interpretive Statements / American Nurses Association , summary ,2001,  ,  ,  
11/9/10,366233," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Guide to the Code of Ethics for Nurses / ," Fowler, Marsha D ",2008,  ,  ,  
11/9/10,453840," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  ," Study Guide to Accompany Essentials of Nursing Research: Methods, Appraisal, and Utilization 6th ed  "," Polit, Denise F. and Beck, Cheryl Tatano ",2000,  ,  ,  
11/9/10,496002," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Publication manual of the American Psychological Association 6th ed / , APA ,2010,  ,  ,  
11/9/10,667031," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Code of Ethics for Nurses with Interpretive Statements / American Nurses Association , American Nurses Association ,2001,  ,  ,  
11/9/10,682982," University of Maryland, Baltimore ",Summer,2010, NURS325 ,  , Professional nursing :concepts & challenges 4th ed/ , Kay Kittrell Chitty ,2005, RT82.P755 2005 , N , Deleted 9/14 
1/24/11,991097, Towson University ,Spring,2011, ECED665 ,  , Curriculum leadership: Readings for developing quality educational programs ," Parkay, F.W., Hass, G. & Anctil E.J. ",2010, LB2806.15 C6954 2010 , N , Deleted 5/25 
10/25/10,487187, Towson University ,Fall,2010, ECED422 ,  , True stories : guides for writing from your life ," Rule, Rebecca ",2000, PN147 R76 2000 , N , Deleted 1/10 
10/25/10,558637, Towson University ,Fall,2010, ECED422 ,  , A writer's reference ," Hacker, Diane ",2007, PE1408.S772 2000 , N , Deleted 1/11 
10/25/10,964026, Towson University ,Fall,2010, ECED422 ,  , Developing and presenting a professional portfolio in early childhood education ," Wiltz, Nancy ",2009, LB3060.217 W67 2008 , N , Deleted 1/10 
1/25/11,954738, Towson University ,Spring,2011, SPED601 ,131130641, Transition methods for youth with disabilities ," David W. Test, Nellie P. Aspel, Jane M. Everson ",2006, LC4019.7 T47 2006 , N , Deleted 5/26 
1/31/11,617383, Towson University ,Spring,2011, SPED603 ,131193538, Classroom assessment for students in special and general education , Cathleen G. Spinelli ,2006, LC4031.S745 2006 , N , Deleted 5/26 
10/4/10,315923, Salisbury University ,Fall,2010, RESP302 ,  , Clinical practitioner's pocket guide to respiratory care ," Oakes, Dana F. ",2008, REF RC735 I5O34 2008 , N , Deleted 1/13 
2/1/11,130521, Towson University ,Spring,2011, SPED525 ,9.78E+12, Assessment of children and youth with special needs ," Libby G. Cohen, Loraine J. Spenciner ",2011, BF722.C638 2011 , N , Deleted 5/26 
1/14/11,216177," University of Maryland, Baltimore County ",Spring,2011, POLI488 ,9.78E+12, In the Graveyard of Empires : America's War in Afghanistan ," Jones, Seth ",2010, DS371.412.J665 2010 , N , Deleted 5/26 
11/9/10,173556," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  ," Study guide, Pharmacology for nursing care :sixth edition, ", Richard A. Lehne prepared by Sherry Neely ,2008,  , N , Entered 8/16 
11/9/10,201831," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , Clinical nursing skills & techniques 7th ed / ," Anne Griffin Perry, Patricia A. Potter ",2008,  , N , Entered 8/16 
11/9/10,205480," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , CD-ROM Pharmacology for nursing care , Richard A. Lehne ,2008, REF RM301.P457 2007 , N , Deleted 6/2 
11/9/10,231736," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , Pharmacology for nursing care , Richard A. Lehne ,2008,  , N , Entered 8/16 
11/9/10,394243," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , Clinical nursing skills & techniques 6th ed/ ," Anne Griffin Perry, Patricia A. Potter ",2008, RT51 .P365 2006 , N , Deleted 9/29 
11/9/10,409444," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  ," Mosby's medical, nursing, & allied health dictionary "," Douglas M. Anderson ; lexicographers, Jeff Keith, Patricia D. Novak ",2008,  , N , Entered 8/16 
11/9/10,680624," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , CD-ROM Test success :test-taking techniques for beginning nursing students / ," Patricia M. Nugent, Barbara A. Vitale ",2008, RT55 .N77 2008 , N , Deleted 6/2 
11/9/10,827282," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , Test success :test-taking techniques for beginning nursing students / ," Patricia M. Nugent, Barbara A. Vitale ",2008,  , N , Entered 8/16 
11/9/10,890744," University of Maryland, Baltimore County ",Fall,2010, NURS304 ,  , Calculation of medication dosages :practical strategies to ensure safety and accuracy / ," Janice F. Boundy, Patricia A. Stockert ",2008,  , N , Entered 8/16 
11/9/10,155591," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Wong's essentials of pediatric nursing 8th ed / ," Marilyn J. Hockenberry, David Wilson ",1976,  ,  , Entered 8/16 
11/9/10,364064," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , CD-ROM Wong's nursing care of infants and children 8th ed / ," Marilyn J. Hockenberry, David Wilson ",2009, RJ245.W47 2007 , N , Deleted 6/2 
11/9/10,366640," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Virtual clinical excursions--pediatrics :for Wong's Nursing care of infants and children 8th ed , David Wilson ,2009,  , N , Entered 8/16 
11/9/10,380462," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , CD-ROM Wong's essentials of pediatric nursing 8th ed / ," Marilyn J. Hockenberry, David Wilson ",2009, RJ245.W46 2009 cdrom , N , Deleted 6/2/11 
11/9/10,533490," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Mosby's diagnostic and laboratory test reference 9th ed / ," Kathleen Deska Pagana, Timothy James Pagana ",2009,  , N , Entered 8/16 
11/9/10,647031," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Pharmacology for nursing care 6th ed / , Richard A. Lehne ,2009,  , N , Entered 8/16 
11/9/10,708200," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , CD-ROM Pharmacology for nursing care 6th ed / , Richard A. Lehne ,2009, REF RM301.P457 2010 , N , Deleted 06-02 
11/9/10,743089," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Wong's nursing care of infants and children 8th ed ," /Marilyn J. Hockenberry, David Wilson ",2009,  , N , Entered 8/16 
11/9/10,817905," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  ," General, organic, and biochemistry 4th ed "," Katherine J. Denniston, Joseph J. Topping, Robert L. Caret ",2004,  ,  , Entered 8/16 
11/9/10,835640," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Publication manual of the American Psychological Association 6th ed , APA ,2000,  , N , Entered 8/16 
11/9/10,868792," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  ," Study guide, Pharmacology for nursing care :sixth edition, Richard A. Lehne / ", Sherry Neely ,2009,  , N , Entered 8/16 
11/9/10,998894," University of Maryland, Baltimore ",Fall,2010, NURS308 ,  , Publication manual of the American Psychological Association 5th ed , APA ,2009,  , N , Entered 8/16 
11/9/10,832381, Towson University ,Fall,2010, ELED363 ,  ," Multicultural teaching : a handbook of activities, information, and resources "," Delgado-Gaitan, Concha ",2010, LC1099.3 .T54 2010 , N , Deleted 1/11 
11/9/10,843145, Towson University ,Fall,2010, ELED363 ,  , Involving Latino families in schools : raising student achievement through home-school partnerships ," Delgado-Gaitan, Concha ",2004, LC2670 D45 2004 , N , Deleted 1/11 
10/4/10,101705, Salisbury University ,Fall,2010, RESP303 ,  , Cardiopulmonary anatomy & physiology : essentials for respiratory care ," Des Jardins, Terry ",2008, QP121.D47 2008 , N , Entered 8/20 
10/4/10,130699, Salisbury University ,Fall,2010, RESP303 ,  , Rapid interpretation of EKG's :an interactive course ," Dubin, Dale ",2000, RC683.5.E5D8 2000 , N , Deleted 1/13 
11/21/10,219896, Salisbury University ,Fall,2010, RESP303 ,  , CD - Cardiopulmonary anatomy & physiology : essentials for respiratory care , Terry Des Jardins ,2002, REF QP121 D47 2008 CD-ROM , N , Deleted 1/13 
10/4/10,483889, Salisbury University ,Fall,2010, RESP301 ,  , Respiratory care calculations ," Chang, David W. ",1999, RC735 I5C47 1999 , N , Deleted 1/13 
10/4/10,813021, Salisbury University ,Fall,2010, RESP458 ,  , Critical care nursing : a holistic approach ," Fontaine, Dorrie ",2009, RT120 I5C744 2009 , N , Deleted 1/13 
11/21/10,382846, Salisbury University ,Fall,2010, RES458 ,  , CD - Critical care nursing : a holistic approach ," Patricia Gonce Morton, Dorrie Fontaine ",2009, REF RT120 I5C744 2009 CD-ROM , N , Deleted 1/13 
11/9/10,123614," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Pathophysiology :concepts of altered health states 8th ed ," Carol Mattson Porth, Glenn Matfin ",2005,  , N , Entered 8/16 
11/9/10,192991," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Pharmacology for nursing care , Richard A. Lehne ,2007, REF RM301.P457 2010 , N , Deleted 6/2 
11/9/10,299309," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Leadership roles and management functions in nursing :theory and application 5th ed , Bessie L. Marqu ,2006, RT89 .M387 2006 , N , Deleted 9/12 
11/9/10,301763," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Pharmacology for nursing care , Richard A. Lehne ,2007,  , N , Entered 8/16 
11/9/10,393288," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Mosby's 2010 nursing drug reference 23rd ed / , Linda Skidmore-Roth ,2010,  , N , Entered 8/16 
11/9/10,412947," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Mosby's 2007 nursing drug reference , Reference ,1988, REF RM301.12 .M67 , N , Deleted 9/4 
11/9/10,436418," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Mosby's 2007 nursing drug reference , reference ,2007, RM301.12 .M67 2007 cdrom , N , Deleted 4/5 
11/9/10,502966," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Pathophysiology :concepts of altered health states 8th ed/ ," Carol Mattson Porth, Glenn Matfin ",2005,  , N , Entered 8/16 
11/9/10,524049," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Pharmacology for nursing care 7th ed/ , Richard A. Lehne ,2010,  , N , Entered 8/16 
11/9/10,707511," University of Maryland, Baltimore ",Fall,2010, NURS315 ,781770874, Essentials of pathophysiology :concepts of altered health states 2nd ed/ , Carol Mattson Porth ,2007, RB113 .P668 2007 , N , Deleted 9/7/11 
11/9/10,724074," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Essentials of pathophysiology :concepts of altered health states 2nd ed/ , Carol Mattson Porth ,2007,  ,  , Entered 8/16 
11/9/10,732214," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Mosby's 2010 nursing drug reference 23rd ed / , Linda Skidmore-Roth ,2010,  , N , Entered 8/16 
11/9/10,773443," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Study smarts : how to learn more in less time / ," Judi Kesselman-Turkel, Franklynn Peterson ",2003,  , N , Entered 8/16 
11/9/10,952859," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  ," Study guide, Pharmacology for nursing care 6th ed, Richard A. Lehne / ", Sherry Neely ,2007,  , N , Entered 8/16 
11/9/10,963879," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , Pathophysiology :concepts of altered health states 7th ed /Pathophysiology :concepts of altered heal , Carol Mattson Porth ,2005, REF RB113.P67 2005 , N , Deleted 6/2/11 
11/9/10,979821," University of Maryland, Baltimore ",Fall,2010, NURS315 ,  , CD-ROM Pharmacology for nursing care 7th / , Richard A. Lehne ,2010, REF RM301.P457 2010 cdrom , N , Deleted 6/2 
10/4/10,633071, Bowie State University ,Fall,2010, PSYC744 ,  , DSM-IV-TR , APA ,1994, RC455.2 C4D54 1994 , N , Deleted 1/20 
10/4/10,734214, Bowie State University ,Fall,2010, PSYC780 ,  , Issues and ethics in the helping professions ," Corey, Gerald ",2011, RC455.2 E8C66 2011 , N , Deleted 1/20 
10/4/10,743210, Bowie State University ,Fall,2010, PSYC744 ,  , DSM-IV made easy : the clinician's guide to diagnosis ," Morrison, James ",1995, RC469 M676 1995 ,  , Deleted 1/20 
1/14/11,853955," University of Maryland, Baltimore County ",Spring,2011, PSYC382 ,9.78E+12, Abnormal Child Psychology ," Mash, Eric J ",2010, RJ499.M37 2010 , N , Deleted 5/26 
10/25/10,839751, Towson University ,Fall,2010, ECED429 ,  , Assessment in early childhood education ," Wortham, Sue ",2008, LB3060.217 W67 2008 , N , Deleted 1/10 
11/9/10,429022, Towson University ,Fall,2010, ILPS668 ,  , Effective groups : concepts and skills to meet leadership challenges ," Cannon, Mark D ",2007, HD66.C344 2007 , N , Deleted 11/8 
2/1/11,107890, Towson University ,Spring,2011, ECED461 ,1428318127, Growing artists : teaching the arts to young children , Joan Bouza Koster ,2009, LB1139.5.A78K67 2009 , N , Deleted 5/24 
10/4/10,577862, Towson University ,Fall,2010, ECED315 ,  ," Infants, toddlers, and caregivers : a curriculum of respectful, responsive care and education "," Gonzalez-Mena, Janet ",2009, HQ778.63 G663 2009 , N , Deleted 1/10 
10/4/10,710917, Towson University ,Fall,2010, ECED315 ,  , The caregiver's companion : readings and professional resources ," Gonzalez-Mena, Janet ",2007, HQ778.7.U6G66 2007 suppl. , N , Deleted 1/10 
10/4/10,712415, Towson University ,Fall,2010, ECED315 ,  , Blended practices for teaching young children in inclusive settings ," Grisham-Brown, Jennifer ",2005, LB1139.23.G75 2005 , N , Deleted 1/10 
